pdv_id,regiao,uf,municipio,tipo_estabelecimento,tier_historico,volume_q4_2024_hl,volume_q4_2025_hl,delta_volume_yoy_pct,share_ardor_pct,gasto_posm_trim_brl,visitas_promotor_mes,posm_instalado_cod,nps_dono_q4_2024,nps_dono_q4_2025,meses_no_programa,concorrentes_premium_no_pdv,evento_ativacional_2025
PDV-03711,Nordeste,PE,Recife,bar premium,B,20.9,22.4,7.2,30.7,1003.0,6,BAL|FRZ|KVI,66,50,47,1,0
PDV-02811,Sul,SC,Joinville,choperia,C,12.2,12.4,1.6,5.3,637.0,2,BAL|CHP|KVI,60,53,47,0,0
PDV-03509,Nordeste,BA,Feira de Santana,gastrobar,B,24.9,26.2,5.2,17.9,1054.0,4,BAL|LUM,70,65,47,0,0
PDV-02517,Sul,PR,Curitiba,restaurante,A,159.9,177.7,11.1,25.0,2217.0,7,BAL|CHP|FRZ|KVI|LUM|MES,86,81,47,0,0
PDV-00791,Sudeste,SP,Ribeirão Preto,restaurante,B,25.6,18.1,-29.3,23.1,1256.0,3,FRZ|KVI|LUM|MES,83,70,47,3,0
PDV-01690,Sudeste,SP,Campinas,restaurante,B,69.6,64.2,-7.8,21.1,1248.0,4,BAL|FRZ|KVI|LUM,58,54,47,1,0
PDV-00764,Sudeste,SP,Campinas,bar premium,A,79.2,66.1,-16.5,34.0,2230.0,8,BAL|CHP|FRZ|KVI|LUM|MES,76,63,47,2,0
PDV-03186,Centro-Oeste,DF,Brasília,restaurante,B,37.1,29.5,-20.5,17.3,1116.0,3,BAL|FRZ|KVI|MES,69,53,47,2,0
PDV-00786,Sudeste,SP,São José dos Campos,bar premium,A,94.0,83.0,-11.7,31.6,2373.0,8,BAL|CHP|LUM,60,56,16,2,1
PDV-02312,Sul,PR,Maringá,restaurante,A,109.5,71.0,-35.2,32.2,2700.0,5,CHP|FRZ|LUM|MES,62,46,47,4,1
PDV-00409,Sudeste,MG,Belo Horizonte,gastrobar,A,253.9,210.1,-17.3,34.1,2858.0,8,BAL|CHP|FRZ|KVI|LUM|MES,67,54,47,1,1
PDV-01584,Sudeste,SP,Campinas,bar premium,B,34.7,33.8,-2.6,19.8,953.0,4,BAL|CHP|KVI|LUM,73,56,47,0,1
PDV-01793,Sudeste,MG,Belo Horizonte,bar premium,B,39.6,17.1,-56.8,23.6,1191.0,3,FRZ|LUM|MES,70,68,47,5,1
PDV-02218,Sul,SC,Florianópolis,bar premium,B,13.4,14.6,9.0,20.1,1261.0,5,CHP|KVI|MES,58,43,47,0,0
PDV-03282,Centro-Oeste,DF,Brasília,bar premium,A,156.1,131.1,-16.0,36.4,2597.0,6,BAL|FRZ|KVI|LUM,72,58,47,2,0
PDV-00976,Sudeste,RJ,Rio de Janeiro,bar premium,C,12.4,10.3,-16.9,11.9,770.0,4,LUM,44,38,13,1,0
PDV-01064,Sudeste,RJ,Niterói,gastrobar,C,9.7,8.5,-12.4,8.2,744.0,3,CHP|FRZ,52,41,47,1,0
PDV-01901,Sudeste,SP,São Paulo,bar premium,A,146.7,127.4,-13.2,34.0,1884.0,7,BAL|CHP|FRZ,56,47,10,0,1
PDV-01310,Sudeste,SP,Santos,choperia,B,64.2,57.8,-10.0,33.9,1250.0,4,CHP|FRZ|KVI|MES,56,33,47,1,0
PDV-01088,Sudeste,RJ,Rio de Janeiro,gastrobar,C,10.9,10.0,-8.3,14.0,648.0,2,BAL|FRZ|KVI,47,40,31,0,0
PDV-02616,Sul,RS,Caxias do Sul,bar premium,A,115.3,99.1,-14.1,23.7,2658.0,5,CHP|KVI|MES,58,50,47,2,0
PDV-02258,Sul,PR,Curitiba,gastrobar,C,11.8,12.0,1.7,17.4,729.0,2,LUM,60,48,47,0,0
PDV-02704,Sul,SC,Florianópolis,pub,B,16.0,18.2,13.7,20.2,1151.0,5,FRZ|LUM|MES,69,67,47,0,0
PDV-00996,Sudeste,RJ,Niterói,gastrobar,B,22.8,21.9,-3.9,22.7,1267.0,4,CHP|KVI,69,68,47,1,1
PDV-00910,Sudeste,SP,Santos,restaurante,C,5.5,2.7,-50.9,10.7,780.0,4,FRZ|MES,53,40,33,4,0
PDV-01640,Sudeste,SP,Campinas,gastrobar,C,18.0,17.1,-5.0,21.3,676.0,4,BAL|KVI,72,64,47,1,0
PDV-02436,Sul,RS,Caxias do Sul,pub,C,10.3,9.4,-8.7,18.3,637.0,2,CHP|LUM,61,58,13,1,0
PDV-03759,Nordeste,PE,Olinda,bar premium,A,86.4,95.7,10.8,23.2,2614.0,7,BAL|FRZ|KVI|LUM|MES,57,48,13,0,1
PDV-00463,Sudeste,SP,Ribeirão Preto,rooftop,C,16.6,13.6,-18.1,17.1,601.0,3,BAL|FRZ,56,56,47,1,0
PDV-00775,Sudeste,RJ,Niterói,pub,A,151.1,133.3,-11.8,20.4,2260.0,6,CHP|FRZ|KVI,83,72,47,1,1
PDV-01759,Sudeste,MG,Belo Horizonte,pub,A,144.1,119.8,-16.9,40.2,2343.0,5,BAL|KVI|LUM,73,70,47,0,1
PDV-01684,Sudeste,RJ,Petrópolis,choperia,C,12.7,10.1,-20.5,13.8,771.0,3,FRZ,65,43,44,2,0
PDV-00788,Sudeste,SP,Santos,bar premium,B,72.5,64.8,-10.6,19.4,1294.0,3,CHP|FRZ|LUM|MES,51,29,47,1,1
PDV-03310,Centro-Oeste,MS,Campo Grande,restaurante,B,24.3,24.8,2.1,23.3,1342.0,4,BAL|CHP|KVI,64,51,47,1,1
PDV-00323,Sudeste,SP,Santos,pub,C,12.8,12.5,-2.3,35.4,742.0,3,CHP|KVI,71,59,47,2,1
PDV-01415,Sudeste,RJ,Rio de Janeiro,bar premium,C,13.9,12.5,-10.1,20.2,741.0,4,KVI|LUM|MES,59,45,47,1,1
PDV-01526,Sudeste,ES,Vila Velha,bar premium,A,158.5,89.0,-43.8,31.3,2366.0,4,BAL|CHP|FRZ|KVI|LUM|MES,69,56,47,5,1
PDV-01922,Sudeste,SP,Santos,restaurante,B,23.4,19.2,-17.9,19.5,1512.0,4,BAL|CHP|FRZ|LUM,63,49,47,1,0
PDV-01906,Sudeste,MG,Uberlândia,pub,B,30.1,17.8,-40.9,18.8,1300.0,3,BAL|KVI,51,45,47,3,0
PDV-02249,Sul,SC,Balneário Camboriú,gastrobar,B,35.0,35.0,0.0,14.6,1252.0,4,CHP|LUM,87,77,29,1,1
PDV-01433,Sudeste,SP,São Paulo,restaurante,C,15.0,11.5,-23.3,23.3,695.0,1,BAL,54,46,47,3,0
PDV-02034,Sul,RS,Caxias do Sul,bar premium,C,9.1,6.6,-27.5,14.0,770.0,3,LUM|MES,68,56,43,3,1
PDV-02189,Sul,PR,Londrina,restaurante,C,7.8,7.3,-6.4,13.0,647.0,2,BAL|FRZ,64,63,47,0,1
PDV-00813,Sudeste,SP,São José dos Campos,bar premium,B,26.6,24.6,-7.5,20.8,1195.0,4,CHP|LUM,48,46,47,0,0
PDV-01400,Sudeste,SP,Santos,restaurante,B,24.8,13.4,-46.0,16.4,1507.0,5,BAL|CHP,43,41,47,5,1
PDV-00675,Sudeste,ES,Vitória,bar premium,C,14.9,13.2,-11.4,20.1,574.0,4,BAL|FRZ,41,31,11,0,0
PDV-03339,Centro-Oeste,MS,Campo Grande,pub,B,33.3,29.8,-10.5,18.4,1146.0,4,CHP|FRZ|KVI|LUM,71,56,47,1,0
PDV-01777,Sudeste,SP,São José dos Campos,bar premium,A,138.2,126.5,-8.5,37.7,2142.0,5,BAL|FRZ|KVI,59,47,47,1,1
PDV-02600,Sul,PR,Maringá,restaurante,C,7.3,6.3,-13.7,14.6,744.0,4,CHP|MES,60,56,47,2,1
PDV-03073,Centro-Oeste,MS,Campo Grande,rooftop,B,64.1,54.7,-14.7,26.6,1151.0,5,CHP|KVI|LUM,79,79,47,1,0
PDV-02004,Sul,SC,Balneário Camboriú,bar premium,A,125.5,82.0,-34.7,27.9,2436.0,6,BAL|CHP|FRZ|KVI|LUM|MES,43,7,47,3,1
PDV-02883,Centro-Oeste,DF,Brasília,gastrobar,B,37.8,35.4,-6.3,33.5,996.0,5,BAL|KVI|MES,69,46,46,1,0
PDV-03799,Nordeste,CE,Fortaleza,restaurante,A,53.7,44.0,-18.1,34.4,2582.0,5,BAL|CHP|FRZ|KVI|LUM|MES,69,60,47,2,1
PDV-01485,Sudeste,RJ,Rio de Janeiro,pub,C,20.7,19.8,-4.3,10.4,795.0,3,KVI,47,32,47,0,1
PDV-03319,Centro-Oeste,DF,Brasília,choperia,A,81.0,44.1,-45.6,34.1,2253.0,5,BAL|CHP|FRZ|KVI|LUM|MES,72,57,31,3,0
PDV-02396,Sul,PR,Maringá,gastrobar,A,118.1,73.8,-37.5,29.4,2704.0,5,BAL|CHP|FRZ|KVI|LUM|MES,69,52,47,3,1
PDV-00179,Sudeste,MG,Juiz de Fora,bar premium,A,75.6,28.9,-61.8,9.7,2005.0,5,FRZ|KVI|LUM|MES,60,61,47,5,0
PDV-01473,Sudeste,MG,Belo Horizonte,choperia,A,65.7,57.7,-12.2,21.9,2383.0,4,BAL|CHP|KVI|LUM|MES,50,40,9,1,1
PDV-02694,Sul,PR,Londrina,bar premium,A,108.9,65.8,-39.6,33.7,2700.0,6,CHP|FRZ|LUM,51,25,47,3,0
PDV-01244,Sudeste,SP,Campinas,rooftop,C,15.9,13.6,-14.5,23.4,734.0,3,BAL|LUM|MES,63,53,47,1,0
PDV-02353,Sul,PR,Maringá,pub,C,18.1,19.0,5.0,16.0,700.0,1,BAL|KVI|LUM,71,62,47,0,0
PDV-01318,Sudeste,SP,Santos,restaurante,B,48.3,42.4,-12.2,37.3,1228.0,6,CHP|LUM,46,36,47,2,0
PDV-00006,Sudeste,SP,São Paulo,restaurante,A,38.6,31.8,-17.6,28.3,2381.0,7,BAL|CHP|FRZ|KVI|LUM|MES,71,63,47,2,0
PDV-01461,Sudeste,RJ,Petrópolis,restaurante,A,159.9,132.3,-17.3,37.9,2865.0,6,BAL|FRZ|KVI|MES,38,28,47,1,1
PDV-01735,Sudeste,SP,São Paulo,restaurante,C,6.3,5.5,-12.7,13.1,662.0,3,CHP|KVI,87,67,47,1,0
PDV-03307,Centro-Oeste,MT,Cuiabá,gastrobar,B,24.9,24.9,0.0,12.8,1158.0,3,BAL|CHP|KVI|LUM,54,58,46,0,1
PDV-01674,Sudeste,SP,Santos,bar premium,B,39.5,19.3,-51.1,23.6,1406.0,3,BAL|CHP|FRZ|MES,70,46,47,5,0
PDV-03419,Nordeste,PE,Recife,gastrobar,C,7.4,9.8,32.4,7.9,728.0,2,LUM,74,71,47,1,0
PDV-01641,Sudeste,SP,São José dos Campos,bar premium,A,168.3,153.2,-9.0,28.6,2750.0,5,BAL|CHP|FRZ,82,81,47,1,1
PDV-01080,Sudeste,SP,Santos,pub,B,31.8,16.0,-49.7,19.0,1200.0,4,BAL|FRZ|KVI|LUM,34,29,46,3,0
PDV-00681,Sudeste,MG,Juiz de Fora,gastrobar,A,49.7,29.5,-40.6,26.0,2995.0,5,BAL|CHP|FRZ|KVI|LUM|MES,60,46,30,2,0
PDV-02770,Sul,PR,Maringá,restaurante,B,53.4,54.3,1.7,25.3,1382.0,4,BAL|CHP|FRZ|MES,68,58,47,0,0
PDV-00178,Sudeste,RJ,Petrópolis,restaurante,C,13.5,7.0,-48.1,26.0,754.0,5,BAL|CHP|MES,47,25,41,4,0
PDV-00406,Sudeste,SP,Ribeirão Preto,bar premium,C,25.2,18.0,-28.6,12.9,599.0,3,BAL|FRZ|LUM,56,53,47,2,1
PDV-02440,Sul,PR,Curitiba,restaurante,A,157.8,77.8,-50.7,25.3,1961.0,5,FRZ|KVI|LUM|MES,39,14,47,4,0
PDV-00795,Sudeste,SP,Ribeirão Preto,bar premium,B,37.8,38.8,2.6,12.1,1243.0,5,BAL|LUM,66,74,39,1,0
PDV-02926,Centro-Oeste,DF,Brasília,bar premium,B,18.7,15.2,-18.7,29.3,1365.0,3,KVI|LUM|MES,74,70,47,2,0
PDV-01145,Sudeste,SP,Campinas,gastrobar,A,69.7,46.0,-34.0,36.3,1965.0,6,BAL|CHP|FRZ|KVI|LUM|MES,50,31,47,3,1
PDV-01383,Sudeste,SP,Campinas,rooftop,A,155.3,75.0,-51.7,33.3,2561.0,6,BAL|CHP|FRZ|KVI|LUM|MES,72,54,47,4,1
PDV-02000,Sudeste,SP,Campinas,restaurante,A,109.8,61.9,-43.6,27.1,2491.0,5,BAL|CHP|FRZ|MES,63,44,40,3,0
PDV-03100,Centro-Oeste,GO,Goiânia,gastrobar,B,36.9,36.4,-1.4,25.9,1448.0,4,CHP|FRZ|LUM|MES,50,52,47,0,0
PDV-02834,Sul,RS,Pelotas,bar premium,C,19.1,13.2,-30.9,14.5,664.0,6,FRZ,65,62,47,3,0
PDV-00101,Sudeste,RJ,Rio de Janeiro,bar premium,A,220.5,150.5,-31.7,39.3,2530.0,6,BAL|CHP|FRZ|KVI|LUM|MES,65,51,47,3,0
PDV-03427,Nordeste,BA,Feira de Santana,gastrobar,C,10.1,11.6,14.9,14.8,643.0,4,FRZ,54,51,47,0,0
PDV-00585,Sudeste,SP,Ribeirão Preto,choperia,A,79.1,68.2,-13.8,32.9,3033.0,5,BAL|LUM|MES,65,62,47,1,0
PDV-02190,Sul,PR,Londrina,pub,A,157.8,133.1,-15.7,26.0,1955.0,6,BAL|CHP|FRZ|KVI|LUM|MES,59,42,47,3,0
PDV-01333,Sudeste,SP,Ribeirão Preto,gastrobar,C,15.5,13.3,-14.2,23.0,741.0,5,CHP,63,65,47,0,0
PDV-02957,Centro-Oeste,DF,Brasília,bar premium,C,13.1,10.1,-22.9,21.9,665.0,5,BAL|FRZ|LUM,81,79,47,2,0
PDV-00031,Sudeste,MG,Belo Horizonte,gastrobar,B,34.8,24.7,-29.0,25.7,1487.0,4,BAL|FRZ|LUM|MES,79,75,47,4,1
PDV-02327,Sul,RS,Pelotas,rooftop,B,40.3,42.3,5.0,20.5,1312.0,5,BAL|KVI|LUM,52,36,28,0,0
PDV-01200,Sudeste,SP,Campinas,bar premium,C,29.1,26.5,-8.9,23.9,621.0,3,MES,90,91,32,1,0
PDV-03270,Centro-Oeste,DF,Brasília,bar premium,C,11.0,11.7,6.4,13.4,624.0,1,FRZ|LUM,71,62,39,0,0
PDV-03755,Nordeste,BA,Salvador,bar premium,B,36.8,38.5,4.6,21.7,1365.0,4,BAL|CHP|MES,62,53,47,0,0
PDV-03390,Centro-Oeste,GO,Anápolis,gastrobar,A,58.3,35.7,-38.8,36.8,2522.0,5,CHP|FRZ|KVI|LUM,65,50,47,3,0
PDV-00806,Sudeste,SP,Ribeirão Preto,rooftop,C,10.1,8.8,-12.9,21.0,749.0,4,BAL|LUM,39,23,47,2,0
PDV-01726,Sudeste,MG,Uberlândia,bar premium,B,34.1,31.6,-7.3,18.2,1055.0,5,CHP|FRZ|KVI,76,56,36,1,1
PDV-00320,Sudeste,MG,Belo Horizonte,bar premium,A,131.9,77.5,-41.2,35.6,2440.0,6,BAL|CHP|FRZ|KVI|MES,53,37,35,3,1
PDV-02814,Sul,RS,Porto Alegre,restaurante,A,83.4,72.7,-12.8,34.7,2986.0,5,BAL|CHP|FRZ|KVI|LUM|MES,54,41,40,2,0
PDV-01956,Sudeste,SP,Campinas,restaurante,A,134.5,122.7,-8.8,20.8,2239.0,7,BAL|CHP|KVI|LUM,70,68,47,1,0
PDV-00353,Sudeste,SP,Campinas,gastrobar,B,27.6,16.2,-41.3,24.4,849.0,2,BAL|CHP|MES,43,27,41,4,0
PDV-01163,Sudeste,SP,Santos,choperia,B,37.8,36.8,-2.6,11.9,1369.0,5,BAL|LUM,56,48,47,1,0
PDV-02028,Sul,RS,Porto Alegre,rooftop,B,37.6,38.2,1.6,14.6,1157.0,4,BAL|CHP|KVI|LUM,52,56,47,1,0
PDV-00834,Sudeste,SP,Ribeirão Preto,choperia,B,19.6,19.3,-1.5,19.4,1254.0,5,FRZ|KVI|MES,58,46,47,1,0
PDV-00978,Sudeste,SP,Ribeirão Preto,choperia,C,18.8,19.2,2.1,9.5,841.0,3,KVI,59,54,39,0,1
PDV-02833,Sul,PR,Maringá,bar premium,C,13.6,9.3,-31.6,22.8,789.0,4,FRZ|MES,51,37,47,4,0
PDV-00169,Sudeste,RJ,Rio de Janeiro,gastrobar,B,40.4,35.8,-11.4,30.4,1331.0,3,BAL|CHP|FRZ|MES,50,44,47,1,0
PDV-00567,Sudeste,RJ,Petrópolis,bar premium,B,21.1,8.6,-59.2,30.3,1150.0,3,CHP|FRZ|KVI|LUM,69,63,47,5,0
PDV-02071,Sul,RS,Pelotas,pub,B,22.5,21.8,-3.1,25.7,1256.0,5,KVI|LUM,72,62,47,2,0
PDV-00557,Sudeste,SP,Santos,choperia,C,19.7,21.1,7.1,13.9,707.0,4,CHP|FRZ|KVI,57,38,8,0,0
PDV-01966,Sudeste,RJ,Rio de Janeiro,bar premium,C,14.3,12.7,-11.2,8.2,757.0,3,FRZ|LUM,65,64,47,1,0
PDV-00644,Sudeste,MG,Uberlândia,gastrobar,A,111.1,96.3,-13.3,27.3,2054.0,7,CHP|FRZ|KVI|MES,72,49,47,0,0
PDV-03090,Centro-Oeste,GO,Anápolis,choperia,B,53.0,49.6,-6.4,26.7,1209.0,4,BAL|CHP|LUM|MES,75,65,47,1,0
PDV-02404,Sul,PR,Curitiba,restaurante,A,124.2,129.7,4.4,33.8,2398.0,7,BAL|FRZ|LUM|MES,81,56,26,0,0
PDV-02415,Sul,PR,Curitiba,bar premium,C,12.2,12.3,0.8,20.2,690.0,4,LUM,35,18,22,0,0
PDV-02151,Sul,RS,Porto Alegre,bar premium,A,195.7,167.2,-14.6,38.3,2535.0,8,BAL|FRZ|KVI|LUM|MES,67,57,31,2,1
PDV-03099,Centro-Oeste,GO,Goiânia,pub,A,73.1,39.8,-45.6,36.6,2747.0,4,BAL|FRZ|KVI|LUM|MES,70,63,15,4,1
PDV-03266,Centro-Oeste,GO,Goiânia,rooftop,A,97.7,91.1,-6.8,24.7,2479.0,7,FRZ|LUM|MES,54,42,47,1,0
PDV-01610,Sudeste,ES,Vila Velha,choperia,C,11.1,10.9,-1.8,10.1,592.0,5,LUM,47,43,47,0,1
PDV-01552,Sudeste,RJ,Rio de Janeiro,bar premium,C,22.8,23.8,4.4,12.5,591.0,3,CHP,47,31,32,0,1
PDV-03200,Centro-Oeste,DF,Brasília,bar premium,C,10.3,10.2,-1.0,13.9,761.0,5,KVI|LUM,61,38,46,2,1
PDV-02199,Sul,PR,Maringá,bar premium,A,68.8,38.7,-43.7,38.2,2176.0,6,BAL|FRZ|KVI|LUM,72,57,17,3,1
PDV-03068,Centro-Oeste,GO,Anápolis,restaurante,C,25.9,22.5,-13.1,21.7,618.0,2,KVI,59,48,47,0,0
PDV-03828,Nordeste,PE,Caruaru,gastrobar,C,12.3,13.7,11.4,8.8,729.0,3,BAL|CHP|LUM,36,23,28,0,1
PDV-00491,Sudeste,SP,Campinas,bar premium,B,34.2,16.9,-50.6,26.5,1288.0,3,KVI|MES,60,39,44,4,0
PDV-02417,Sul,SC,Balneário Camboriú,gastrobar,A,48.7,47.0,-3.5,33.1,1724.0,7,CHP|FRZ|KVI|LUM|MES,57,54,47,0,1
PDV-03624,Nordeste,BA,Feira de Santana,pub,A,75.4,62.9,-16.6,34.4,2289.0,6,BAL|CHP|FRZ|KVI|LUM|MES,71,50,47,2,0
PDV-01052,Sudeste,SP,Ribeirão Preto,pub,B,53.2,49.6,-6.8,21.9,1190.0,2,BAL|CHP|FRZ,67,60,47,0,0
PDV-03028,Centro-Oeste,GO,Goiânia,bar premium,A,125.7,74.5,-40.7,15.2,2848.0,6,BAL|KVI|LUM|MES,52,32,47,4,0
PDV-01842,Sudeste,SP,Campinas,bar premium,A,173.1,131.7,-23.9,27.4,2199.0,6,CHP|FRZ|LUM,82,75,47,0,0
PDV-02134,Sul,RS,Caxias do Sul,bar premium,C,6.3,6.0,-4.8,10.5,657.0,4,CHP|KVI,71,61,47,0,0
PDV-01293,Sudeste,MG,Juiz de Fora,restaurante,A,51.7,34.9,-32.5,33.3,2648.0,5,BAL|CHP|FRZ|KVI|LUM|MES,76,61,17,2,1
PDV-00146,Sudeste,SP,Santos,bar premium,A,117.9,66.8,-43.3,24.5,2225.0,6,BAL|CHP|KVI|LUM|MES,62,46,47,4,0
PDV-03148,Centro-Oeste,DF,Brasília,pub,B,32.5,29.6,-8.9,13.2,1029.0,4,BAL|LUM,48,47,47,0,0
PDV-00253,Sudeste,SP,São José dos Campos,bar premium,C,9.3,8.8,-5.4,23.2,745.0,2,BAL|CHP|KVI,57,44,7,0,1
PDV-03637,Nordeste,CE,Fortaleza,bar premium,C,13.0,14.0,7.7,17.4,721.0,4,BAL,58,53,47,0,0
PDV-01206,Sudeste,ES,Vitória,choperia,C,14.5,13.8,-4.8,25.5,909.0,4,BAL|CHP|MES,56,59,47,0,0
PDV-02550,Sul,SC,Joinville,bar premium,A,108.6,79.5,-26.8,30.8,2033.0,6,BAL|FRZ|MES,52,35,47,3,1
PDV-02990,Centro-Oeste,MS,Campo Grande,bar premium,A,103.6,93.6,-9.7,32.9,2290.0,7,BAL|CHP|KVI|LUM|MES,62,60,42,2,1
PDV-03060,Centro-Oeste,GO,Anápolis,rooftop,C,14.2,13.0,-8.5,23.5,612.0,4,KVI|LUM|MES,64,61,47,0,0
PDV-02268,Sul,PR,Curitiba,choperia,A,42.9,43.8,2.1,27.9,2525.0,7,FRZ|KVI|LUM|MES,76,73,47,0,1
PDV-00916,Sudeste,RJ,Niterói,pub,B,27.1,22.8,-15.9,17.3,1166.0,4,CHP|MES,58,39,47,1,0
PDV-00280,Sudeste,MG,Juiz de Fora,gastrobar,C,8.1,8.3,2.5,17.5,755.0,4,BAL|FRZ,55,40,47,0,1
PDV-00382,Sudeste,SP,Santos,rooftop,B,49.8,51.5,3.4,18.2,1298.0,4,CHP|KVI|LUM|MES,78,78,47,0,0
PDV-03800,Nordeste,PE,Olinda,gastrobar,A,32.0,20.4,-36.3,33.4,2158.0,6,BAL|CHP|FRZ|KVI|LUM|MES,77,69,47,5,0
PDV-00794,Sudeste,SP,Santos,pub,B,44.7,43.2,-3.4,29.2,1483.0,4,BAL|CHP|FRZ,78,78,37,0,1
PDV-01590,Sudeste,SP,Campinas,bar premium,B,48.8,45.6,-6.6,30.9,1260.0,3,BAL|LUM|MES,95,82,47,2,0
PDV-00050,Sudeste,MG,Belo Horizonte,gastrobar,C,22.7,20.9,-7.9,11.0,766.0,2,CHP|KVI|LUM,63,60,47,1,0
PDV-03628,Nordeste,PE,Olinda,bar premium,B,39.6,44.6,12.6,14.6,937.0,5,CHP|FRZ,68,72,47,0,0
PDV-01106,Sudeste,SP,Campinas,choperia,C,11.7,12.4,6.0,12.6,870.0,3,CHP|LUM|MES,50,36,28,0,1
PDV-00307,Sudeste,RJ,Niterói,restaurante,C,16.7,15.6,-6.6,13.9,572.0,3,MES,65,55,47,0,1
PDV-00140,Sudeste,SP,São Paulo,gastrobar,C,15.4,9.2,-40.3,10.4,567.0,4,LUM,70,58,47,4,0
PDV-01020,Sudeste,SP,Santos,bar premium,C,14.4,12.0,-16.7,17.9,914.0,3,BAL|KVI|LUM,60,48,47,1,0
PDV-00380,Sudeste,MG,Uberlândia,pub,B,49.3,26.5,-46.2,23.4,1348.0,5,BAL|FRZ|KVI|MES,67,47,45,5,0
PDV-02719,Sul,PR,Curitiba,gastrobar,C,12.5,12.8,2.4,7.4,728.0,3,BAL|KVI|LUM,66,59,47,0,1
PDV-02409,Sul,SC,Balneário Camboriú,bar premium,C,20.7,20.3,-1.9,22.1,705.0,4,KVI,66,55,47,1,0
PDV-00344,Sudeste,MG,Juiz de Fora,gastrobar,C,5.1,4.8,-5.9,19.3,759.0,2,BAL|LUM,68,59,29,1,0
PDV-00367,Sudeste,SP,Campinas,restaurante,C,4.5,4.5,0.0,20.8,697.0,2,FRZ|LUM,53,30,47,0,0
PDV-00222,Sudeste,ES,Vila Velha,choperia,B,36.9,35.3,-4.3,20.5,1411.0,4,CHP|FRZ|KVI|MES,66,61,47,1,0
PDV-00999,Sudeste,SP,Campinas,bar premium,B,46.5,29.7,-36.1,28.4,1147.0,3,BAL|CHP|LUM|MES,72,59,47,4,1
PDV-01575,Sudeste,ES,Vitória,pub,B,80.6,71.7,-11.0,19.3,1280.0,5,CHP|KVI,75,59,47,2,0
PDV-00051,Sudeste,MG,Juiz de Fora,restaurante,C,17.2,14.9,-13.4,13.3,654.0,3,CHP|LUM,58,35,47,2,1
PDV-03735,Nordeste,BA,Feira de Santana,gastrobar,A,87.7,82.1,-6.4,43.3,2396.0,7,BAL|CHP|FRZ,65,52,47,1,0
PDV-01098,Sudeste,SP,Santos,restaurante,B,83.7,53.2,-36.4,21.2,1152.0,6,CHP|FRZ|KVI|MES,73,49,47,4,1
PDV-00956,Sudeste,SP,Ribeirão Preto,gastrobar,A,265.7,160.4,-39.6,32.9,2224.0,5,BAL|CHP|FRZ|KVI|LUM,92,73,26,3,0
PDV-02965,Centro-Oeste,GO,Goiânia,gastrobar,A,63.5,53.1,-16.4,23.6,3050.0,7,BAL|CHP|FRZ|LUM,39,26,47,1,0
PDV-02504,Sul,RS,Caxias do Sul,bar premium,B,20.3,17.7,-12.8,25.2,1220.0,1,CHP|MES,54,38,37,2,0
PDV-02532,Sul,PR,Curitiba,restaurante,A,83.7,36.6,-56.3,16.2,2128.0,6,BAL|FRZ|KVI|LUM,71,35,47,5,0
PDV-00625,Sudeste,MG,Belo Horizonte,choperia,C,4.2,4.0,-4.8,3.0,612.0,3,BAL|CHP,78,63,47,0,0
PDV-00027,Sudeste,ES,Vila Velha,pub,B,46.1,29.8,-35.4,13.1,1217.0,4,KVI|LUM,73,61,47,3,1
PDV-01515,Sudeste,RJ,Rio de Janeiro,rooftop,A,123.6,106.5,-13.8,24.2,2037.0,7,BAL|CHP|LUM|MES,35,16,47,0,0
PDV-03630,Nordeste,CE,Fortaleza,gastrobar,A,87.9,91.5,4.1,37.1,2669.0,5,BAL|CHP|MES,68,58,47,0,1
PDV-03085,Centro-Oeste,DF,Brasília,choperia,C,20.3,18.3,-9.9,14.7,845.0,4,LUM|MES,77,59,47,1,0
PDV-02229,Sul,RS,Porto Alegre,restaurante,B,41.1,41.0,-0.2,25.0,1327.0,5,CHP|KVI|LUM|MES,57,50,47,0,1
PDV-00595,Sudeste,SP,São Paulo,bar premium,C,9.9,7.3,-26.3,14.4,814.0,3,BAL|FRZ|KVI,55,39,47,3,0
PDV-01881,Sudeste,RJ,Rio de Janeiro,bar premium,C,15.4,13.9,-9.7,15.7,775.0,4,BAL|CHP,50,43,47,1,0
PDV-03187,Centro-Oeste,GO,Goiânia,choperia,C,10.9,10.9,0.0,14.9,557.0,3,FRZ|LUM,63,59,47,1,1
PDV-03185,Centro-Oeste,DF,Brasília,bar premium,C,25.9,24.8,-4.2,16.6,664.0,2,CHP|FRZ|LUM,60,56,47,1,1
PDV-00891,Sudeste,RJ,Niterói,restaurante,B,47.5,33.2,-30.1,29.9,1318.0,4,FRZ|KVI|MES,85,58,47,4,0
PDV-00639,Sudeste,RJ,Niterói,bar premium,A,180.0,101.8,-43.4,39.2,2764.0,5,BAL|CHP|FRZ|KVI|LUM|MES,60,46,47,4,1
PDV-02352,Sul,SC,Joinville,gastrobar,B,24.9,24.2,-2.8,22.3,1024.0,5,BAL|KVI,42,47,19,2,0
PDV-01015,Sudeste,SP,Santos,choperia,C,10.5,8.3,-21.0,27.3,707.0,4,KVI|LUM,56,44,18,2,1
PDV-00345,Sudeste,SP,São Paulo,pub,B,27.2,27.2,0.0,21.1,1428.0,4,BAL|FRZ|LUM,79,64,42,0,0
